Outlet_ID,year_month,Volume_Liters_Sum,monthly_holiday_count,Outlet_Size,Cooler_Count,Outlet_Type,Distributor_ID,Seasonality_Index
OUT_00014,2025-11,325.2886821387308,1,Small,1,Grocery,DIST_W_01,Moderate
OUT_00014,2025-12,783.3823125376545,2,Small,1,Grocery,DIST_W_01,Favorable
OUT_00029,2023-03,574.3518388203198,1,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2023-05,316.744181950021,4,small,3,SMMT,DIST_W_02,Un-Favorable
OUT_00029,2023-06,391.76264610723706,1,small,3,SMMT,DIST_W_02,Un-Favorable
OUT_00029,2023-07,556.2566286647867,1,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2023-09,634.478716121064,2,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2023-10,540.1371915059943,1,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2023-12,813.7273738036381,2,small,3,SMMT,DIST_W_02,Favorable
OUT_00029,2024-01,307.09667518199603,2,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2024-02,556.7833724343119,3,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2024-03,483.89500516686985,3,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2024-04,931.2230173860446,7,small,3,SMMT,DIST_W_02,Favorable
OUT_00029,2024-05,302.6265361593804,3,small,3,SMMT,DIST_W_02,Un-Favorable
OUT_00029,2024-06,400.7680774047932,2,small,3,SMMT,DIST_W_02,Un-Favorable
OUT_00029,2024-07,648.7742948597742,1,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2024-10,641.287880233618,2,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2024-11,245.31221790268376,1,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2024-12,977.383971423572,2,small,3,SMMT,DIST_W_02,Favorable
OUT_00029,2025-01,532.2151604535887,2,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2025-02,549.5485090148808,2,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2025-05,199.9742561332416,3,small,3,SMMT,DIST_W_02,Un-Favorable
OUT_00029,2025-06,325.0992768431338,1,small,3,SMMT,DIST_W_02,Un-Favorable
OUT_00029,2025-07,358.4188254419053,1,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2025-08,625.1933739075957,1,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2025-09,330.068362608116,2,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2025-10,624.8390004624088,1,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2025-11,650.4138127090226,1,small,3,SMMT,DIST_W_02,Moderate
OUT_00029,2025-12,788.0140052347624,2,small,3,SMMT,DIST_W_02,Favorable
OUT_00032,2023-03,1303.4948754930372,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2023-04,957.9195398520272,4,Extra Large,5,SMMT,DIST_W_02,Favorable
OUT_00032,2023-05,358.28490956929204,4,Extra Large,5,SMMT,DIST_W_02,Un-Favorable
OUT_00032,2023-06,356.36649057580934,1,Extra Large,5,SMMT,DIST_W_02,Un-Favorable
OUT_00032,2023-07,595.0605740081128,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2023-08,653.1734030849775,2,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2023-09,583.964098192826,2,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2023-10,610.165202272779,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2023-11,579.7894415746215,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2023-12,857.3643470082986,2,Extra Large,5,SMMT,DIST_W_02,Favorable
OUT_00032,2024-03,1754.481351922753,3,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2024-04,922.483180972584,7,Extra Large,5,SMMT,DIST_W_02,Favorable
OUT_00032,2024-05,342.3973984085533,3,Extra Large,5,SMMT,DIST_W_02,Un-Favorable
OUT_00032,2024-06,360.2691434363664,2,Extra Large,5,SMMT,DIST_W_02,Un-Favorable
OUT_00032,2024-07,290.6100236793122,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2024-08,550.0286606001746,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2024-09,554.485408735464,2,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2024-10,322.5286878231173,2,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2024-11,525.3393198728443,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2024-12,813.5699687150856,2,Extra Large,5,SMMT,DIST_W_02,Favorable
OUT_00032,2025-03,1001.4371776521006,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2025-04,815.4896366687137,5,Extra Large,5,SMMT,DIST_W_02,Favorable
OUT_00032,2025-05,367.2069781820943,3,Extra Large,5,SMMT,DIST_W_02,Un-Favorable
OUT_00032,2025-07,647.9163458650012,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2025-09,199.71843413716468,2,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2025-10,604.9619440053907,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2025-11,644.7684650263451,1,Extra Large,5,SMMT,DIST_W_02,Moderate
OUT_00032,2025-12,891.0370637337303,2,Extra Large,5,SMMT,DIST_W_02,Favorable
OUT_00045,2023-03,1157.6594899603017,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2023-04,964.3354107494164,4,Medium,2,Grocery,DIST_W_03,Favorable
OUT_00045,2023-05,371.8082662380019,4,Medium,2,Grocery,DIST_W_03,Un-Favorable
OUT_00045,2023-06,333.92232105421164,1,Medium,2,Grocery,DIST_W_03,Un-Favorable
OUT_00045,2023-07,355.265875600922,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2023-08,604.7139530754635,2,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2023-09,664.0065071238379,2,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2023-10,664.1962726410579,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2023-11,353.9917255771045,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2023-12,813.2011478603603,2,Medium,2,Grocery,DIST_W_03,Favorable
OUT_00045,2024-03,1803.114830033824,3,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2024-04,902.151051314578,7,Medium,2,Grocery,DIST_W_03,Favorable
OUT_00045,2024-06,440.2216081033884,2,Medium,2,Grocery,DIST_W_03,Un-Favorable
OUT_00045,2024-07,580.2565710534076,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2024-08,203.2503050626125,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2024-09,574.8981928558238,2,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2024-10,549.4395470619227,2,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2024-11,599.4030650406165,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2024-12,1000.5998786697484,2,Medium,2,Grocery,DIST_W_03,Favorable
OUT_00045,2025-03,1018.8447055962577,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2025-04,442.22151777660105,5,Medium,2,Grocery,DIST_W_03,Favorable
OUT_00045,2025-05,431.30519175962695,3,Medium,2,Grocery,DIST_W_03,Un-Favorable
OUT_00045,2025-07,420.6900402186429,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2025-09,264.9729846293492,2,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2025-10,538.6245274164476,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2025-11,160.2746078654043,1,Medium,2,Grocery,DIST_W_03,Moderate
OUT_00045,2025-12,382.2207568282605,2,Medium,2,Grocery,DIST_W_03,Favorable
OUT_00048,2023-02,562.4828758905675,3,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2023-03,661.7712512063431,1,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2023-04,756.5064360415962,4,Small,0,Kiosk,DIST_W_01,Favorable
OUT_00048,2023-05,416.5945970409376,4,Small,0,Kiosk,DIST_W_01,Un-Favorable
OUT_00048,2023-06,407.3703063408873,1,Small,0,Kiosk,DIST_W_01,Un-Favorable
OUT_00048,2023-07,545.9011879093883,1,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2023-08,290.24006096362046,2,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2023-09,511.86056426911006,2,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2023-11,578.8569561653569,1,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2024-03,236.4593274292088,3,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2024-04,868.5417491853351,7,Small,0,Kiosk,DIST_W_01,Favorable
OUT_00048,2024-05,413.1147272949803,3,Small,0,Kiosk,DIST_W_01,Un-Favorable
OUT_00048,2024-06,346.65827990653764,2,Small,0,Kiosk,DIST_W_01,Un-Favorable
OUT_00048,2024-08,237.9605055182257,1,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2024-09,560.7558584012177,2,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2024-10,629.1930886921643,2,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2024-12,410.2573851848005,2,Small,0,Kiosk,DIST_W_01,Favorable
OUT_00048,2025-01,546.3157400402306,2,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2025-02,639.5592491365178,2,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2025-03,493.0388156919655,1,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2025-04,936.1854377102466,5,Small,0,Kiosk,DIST_W_01,Favorable
OUT_00048,2025-06,374.0334196999031,1,Small,0,Kiosk,DIST_W_01,Un-Favorable
OUT_00048,2025-07,587.0824148016103,1,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2025-08,634.6092188335183,1,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2025-09,598.4744617439551,2,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00048,2025-11,277.9978071045098,1,Small,0,Kiosk,DIST_W_01,Moderate
OUT_00050,2023-02,596.5954844009134,3,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2023-03,550.9525684186633,1,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2023-05,358.1329643202524,4,Extra Large,2,Grocery,DIST_W_01,Un-Favorable
OUT_00050,2023-06,434.9932279286282,1,Extra Large,2,Grocery,DIST_W_01,Un-Favorable
OUT_00050,2023-07,584.9737800863253,1,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2023-08,646.3283695707884,2,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2023-09,600.8190752233356,2,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2023-10,585.4749876701801,1,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2023-11,604.2665248450371,1,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2023-12,907.8008374893165,2,Extra Large,2,Grocery,DIST_W_01,Favorable
OUT_00050,2024-01,322.0902448905514,2,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2024-02,539.8336038417423,3,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2024-03,625.8415388017365,3,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2024-04,843.8421571929139,7,Extra Large,2,Grocery,DIST_W_01,Favorable
OUT_00050,2024-05,437.1745098140097,3,Extra Large,2,Grocery,DIST_W_01,Un-Favorable
OUT_00050,2024-06,233.3478471335296,2,Extra Large,2,Grocery,DIST_W_01,Un-Favorable
OUT_00050,2024-07,634.6582722852636,1,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2024-08,323.0473242828185,1,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2024-09,232.7109027037853,2,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2024-11,636.6075539467184,1,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2024-12,433.8378614333118,2,Extra Large,2,Grocery,DIST_W_01,Favorable
OUT_00050,2025-01,664.821412638802,2,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2025-02,230.4762033967308,2,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2025-03,235.40446613192307,1,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2025-04,815.9682115601221,5,Extra Large,2,Grocery,DIST_W_01,Favorable
OUT_00050,2025-05,171.38669351001886,3,Extra Large,2,Grocery,DIST_W_01,Un-Favorable
OUT_00050,2025-06,444.3930912050364,1,Extra Large,2,Grocery,DIST_W_01,Un-Favorable
OUT_00050,2025-07,569.2061719807738,1,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2025-09,584.3283753960284,2,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2025-11,583.2371820794401,1,Extra Large,2,Grocery,DIST_W_01,Moderate
OUT_00050,2025-12,844.1075404172609,2,Extra Large,2,Grocery,DIST_W_01,Favorable
OUT_00054,2023-03,1824.227829025784,1,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2023-04,544.9385163302899,4,Small,1,Grocery,DIST_W_02,Favorable
OUT_00054,2023-06,192.2776318003097,1,Small,1,Grocery,DIST_W_02,Un-Favorable
OUT_00054,2023-07,480.5895588066679,1,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2023-08,528.034560351761,2,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2023-09,624.3012310718716,2,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2023-10,613.5807638259495,1,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2023-12,725.7352037790135,2,Small,1,Grocery,DIST_W_02,Favorable
OUT_00054,2024-03,1615.354933443973,3,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2024-04,893.172360675905,7,Small,1,Grocery,DIST_W_02,Favorable
OUT_00054,2024-05,460.6011071012962,3,Small,1,Grocery,DIST_W_02,Un-Favorable
OUT_00054,2024-07,499.8896019396602,1,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2024-08,707.6757676128506,1,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2024-09,343.9538288849074,2,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2024-10,353.8074153907068,2,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2024-11,568.1672235168476,1,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2025-03,1749.2922021603072,1,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2025-04,781.7250396467683,5,Small,1,Grocery,DIST_W_02,Favorable
OUT_00054,2025-05,392.38326321944015,3,Small,1,Grocery,DIST_W_02,Un-Favorable
OUT_00054,2025-06,377.7054910728733,1,Small,1,Grocery,DIST_W_02,Un-Favorable
OUT_00054,2025-07,542.9682237747949,1,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2025-09,621.558958585443,2,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2025-10,685.5782316551732,1,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2025-11,558.6114176873302,1,Small,1,Grocery,DIST_W_02,Moderate
OUT_00054,2025-12,937.9623159976094,2,Small,1,Grocery,DIST_W_02,Favorable
OUT_00069,2023-01,591.9944357904097,3,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2023-02,359.0204019137893,3,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2023-04,904.9338783784522,4,Small,0,Grocery,DIST_W_02,Favorable
OUT_00069,2023-05,198.12164867547247,4,Small,0,Grocery,DIST_W_02,Un-Favorable
OUT_00069,2023-06,276.38770267263715,1,Small,0,Grocery,DIST_W_02,Un-Favorable
OUT_00069,2023-08,593.7262226335362,2,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2023-09,598.9043864179149,2,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2023-10,361.6943337192352,1,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2023-11,534.2729037252725,1,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2023-12,245.06265148211395,2,Small,0,Grocery,DIST_W_02,Favorable
OUT_00069,2024-01,507.4955783516629,2,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2024-02,267.6050259096192,3,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2024-04,918.785453185852,7,Small,0,Grocery,DIST_W_02,Favorable
OUT_00069,2024-06,384.3607203676656,2,Small,0,Grocery,DIST_W_02,Un-Favorable
OUT_00069,2024-08,299.3146067389888,1,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2024-11,526.9292058847079,1,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2025-02,660.3548550369563,2,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2025-03,679.7065055418074,1,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2025-04,872.2769064171018,5,Small,0,Grocery,DIST_W_02,Favorable
OUT_00069,2025-05,390.99528717799416,3,Small,0,Grocery,DIST_W_02,Un-Favorable
OUT_00069,2025-06,173.2203203826899,1,Small,0,Grocery,DIST_W_02,Un-Favorable
OUT_00069,2025-07,516.7238915913919,1,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2025-08,560.8879734298279,1,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2025-09,612.1342349555172,2,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2025-10,567.1011910985243,1,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2025-11,667.0249381020925,1,Small,0,Grocery,DIST_W_02,Moderate
OUT_00069,2025-12,954.5871834971196,2,Small,0,Grocery,DIST_W_02,Favorable
OUT_00070,2023-01,647.5529527604467,3,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2023-02,582.5040162521764,3,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2023-03,473.23358880435023,1,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2023-04,997.0904092630968,4,Medium,1,Kiosk,DIST_W_02,Favorable
OUT_00070,2023-05,230.421291476531,4,Medium,1,Kiosk,DIST_W_02,Un-Favorable
OUT_00070,2023-06,361.3588786691008,1,Medium,1,Kiosk,DIST_W_02,Un-Favorable
OUT_00070,2023-07,652.0914297786911,1,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2023-08,515.4899303159219,2,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2023-09,455.7207720339655,2,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2023-10,592.4231091001269,1,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2023-11,619.3935794689223,1,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2024-01,391.8739298857849,2,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2024-02,566.8258486094666,3,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2024-03,457.3626974326077,3,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2024-04,967.091767623374,7,Medium,1,Kiosk,DIST_W_02,Favorable
OUT_00070,2024-05,396.1689514113548,3,Medium,1,Kiosk,DIST_W_02,Un-Favorable
OUT_00070,2024-06,123.06570357210128,2,Medium,1,Kiosk,DIST_W_02,Un-Favorable
OUT_00070,2024-07,592.0526239970322,1,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2024-09,484.95972104129737,2,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2024-10,560.5564216666122,2,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2024-11,580.6849023447663,1,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2024-12,749.9640958971131,2,Medium,1,Kiosk,DIST_W_02,Favorable
OUT_00070,2025-01,647.6619119429852,2,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2025-02,344.52979006297664,2,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2025-04,806.7431004615667,5,Medium,1,Kiosk,DIST_W_02,Favorable
OUT_00070,2025-05,135.76664310198083,3,Medium,1,Kiosk,DIST_W_02,Un-Favorable
OUT_00070,2025-06,321.3409639234486,1,Medium,1,Kiosk,DIST_W_02,Un-Favorable
OUT_00070,2025-07,624.6069603844774,1,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2025-09,290.1648243846089,2,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2025-11,641.162249618239,1,Medium,1,Kiosk,DIST_W_02,Moderate
OUT_00070,2025-12,664.5103132109275,2,Medium,1,Kiosk,DIST_W_02,Favorable
OUT_00082,2023-01,321.3089222989959,3,Small,0,Kiosk,DIST_W_02,Moderate
OUT_00082,2023-02,184.9622777708088,3,Small,0,Kiosk,DIST_W_02,Moderate
OUT_00082,2023-03,554.611767516728,1,Small,0,Kiosk,DIST_W_02,Moderate
OUT_00082,2023-04,811.2462532811927,4,Small,0,Kiosk,DIST_W_02,Favorable
OUT_00082,2023-08,681.1300889592087,2,Small,0,Kiosk,DIST_W_02,Moderate
OUT_00082,2023-10,478.3593502625196,1,Small,0,Kiosk,DIST_W_02,Moderate
OUT_00082,2023-11,466.74889129687966,1,Small,0,Kiosk,DIST_W_02,Moderate
OUT_00082,2023-12,1003.0113542549748,2,Small,0,Kiosk,DIST_W_02,Favorable
OUT_00082,2024-01,566.4458803398834,2,Small,0,Kiosk,DIST_W_02,Moderate
OUT_00082,2024-03,315.0397022648887,3,Small,0,Kiosk,DIST_W_02,Moderate
OUT_00082,2024-04,602.2409138842024,7,Small,0,Kiosk,DIST_W_02,Favorable
OUT_00082,2024-06,296.3109297404467,2,Small,0,Kiosk,DIST_W_02,Un-Favorable
OUT_00082,2024-07,589.8898384517831,1,Small,0,Kiosk,DIST_W_02,Moderate
OUT_00082,2024-09,558.138492342988,2,Small,0,Kiosk,DIST_W_02,Moderate
OUT_00082,2024-10,616.1533314522587,2,Small,0,Kiosk,DIST_W_02,Moderate
