Outlet_ID,Volume_Liters_Sum
OUT_00100,14563.570901965204
OUT_00101,16871.18544666834
OUT_00102,16780.961687678224
OUT_00103,15664.578573592513
OUT_00104,16430.235774148365
OUT_00105,20315.269034150828
OUT_00106,16799.4215790209
OUT_00107,17619.728110080032
OUT_00108,16329.325314517087
OUT_00109,15795.453818031929
OUT_00110,15995.943296524274
OUT_00111,17760.498750057253
OUT_00112,18228.505617834875
OUT_00113,18774.17197385837
OUT_00114,15494.407785856733
OUT_00115,14555.661832099422
OUT_00116,16941.332659228505
OUT_00117,17857.997731772513
OUT_00118,17813.866618511314
OUT_00119,16902.689800064258
OUT_00120,17940.74167377108
OUT_00121,15344.204829143862
OUT_00122,15500.751346862477
OUT_00123,16095.773698145998
OUT_00124,14125.068864710232
OUT_00125,15571.043756050569
OUT_00126,13858.177414148193
OUT_00127,16230.157488884492
OUT_00128,17655.426136665552
OUT_00129,15760.68328277396
OUT_00130,17473.69040649115
OUT_00131,18900.65940590721
OUT_00132,17586.22333007558
OUT_00133,16021.687561906116
OUT_00134,15129.425772139464
OUT_00135,17396.538198494996
OUT_00136,17498.07184234984
OUT_00137,17026.47617509249
OUT_00138,14844.378097443388
OUT_00139,19033.3104370784
OUT_00140,14839.5541381489
OUT_00141,18276.81755985991
OUT_00142,17099.451258135206
OUT_00143,14949.345935256786
OUT_00144,17556.416529881943
OUT_00145,14710.87771660914
OUT_00146,19822.15596943892
OUT_00147,16622.599867870325
OUT_00148,16366.570374267309
OUT_00149,15572.706261434623
OUT_00150,16616.370681532342
OUT_00151,17404.5276710603
OUT_00152,17668.176874536435
OUT_00153,14084.647156770992
OUT_00154,12789.323821249916
OUT_00155,19412.637594006563
OUT_00156,17114.429354603984
OUT_00157,14455.375578054827
OUT_00158,17318.60677836606
OUT_00159,16126.869223461554
OUT_00160,15836.442011332589
OUT_00161,12223.454833803156
OUT_00162,15084.265920795604
OUT_00163,15036.326596888135
OUT_00164,18121.437001768
OUT_00165,17360.999861913966
OUT_00166,16770.256877594547
OUT_00167,19057.09139945772
OUT_00168,17505.39991099766
OUT_00169,17553.625285792066
OUT_00170,17638.042532709358
OUT_00171,13689.18563742297
OUT_00172,14089.968095557988
OUT_00173,15547.268398151837
OUT_00174,13777.090325036324
OUT_00175,17830.986363977885
OUT_00176,15036.409128076784
OUT_00177,15940.05883859208
OUT_00178,18256.765146161542
OUT_00179,13673.41441521569
OUT_00180,15223.73765129455
OUT_00181,15797.35558791633
OUT_00182,17025.671123315453
OUT_00183,16572.887433657397
OUT_00184,14373.6949974634
OUT_00185,15539.852212188336
OUT_00186,17470.808943383443
OUT_00187,15669.776228421631
OUT_00188,17563.92285689522
OUT_00189,13081.592454351186
OUT_00190,16599.045701339444
OUT_00191,13597.264832797917
OUT_00192,15945.690908196206
OUT_00193,16667.66545194857
OUT_00194,14390.060208959152
OUT_00195,14080.157263435958
OUT_00196,15589.82560192003
OUT_00197,15991.1338786306
OUT_00198,17963.10032500657
OUT_00199,17136.73744088404
OUT_00200,15956.339083066165
OUT_00201,11520.817647319058
OUT_00202,15745.066617708802
OUT_00203,16031.575606878849
OUT_00204,16393.26135675844
OUT_00205,18010.292687240293
OUT_00206,15234.584610480468
OUT_00207,17091.925869714705
OUT_00208,15183.345767159826
OUT_00209,12926.921658920506
OUT_00210,17072.78866460458
OUT_00211,16453.71255848926
OUT_00212,16362.694170777726
OUT_00213,15325.642234406552
OUT_00214,17332.4213442107
OUT_00215,17566.01526252769
OUT_00216,18564.22913109223
OUT_00217,16473.667919485924
OUT_00218,15003.025618669551
OUT_00219,15657.552715352109
OUT_00220,15861.850063484855
OUT_00221,16478.62548607361
OUT_00222,16941.908147111382
OUT_00223,15375.964575112015
OUT_00224,13787.18814731926
OUT_00225,15366.424096601311
OUT_00226,16004.713676032656
OUT_00227,17480.178663029063
OUT_00228,16138.06646671309
OUT_00229,18227.97880981916
OUT_00230,16687.26360904899
OUT_00231,16327.217646766265
OUT_00232,17870.932023095556
OUT_00233,16286.652666262364
OUT_00234,17275.868955730573
OUT_00235,14871.735956995706
OUT_00236,16825.79512664633
OUT_00237,15230.434923812769
OUT_00238,14531.626165073729
OUT_00239,14730.719484519786
OUT_00240,16725.77271910529
OUT_00241,11490.829767947507
OUT_00242,13357.799038491048
OUT_00243,15680.959348330163
OUT_00244,13131.884430359523
OUT_00245,17593.762909031575
OUT_00246,16719.84917441266
OUT_00247,18174.5869126321
OUT_00248,16526.370462754207
OUT_00249,17943.521426685747
OUT_00250,17010.690149788483
OUT_00251,14600.010015150972
OUT_00252,15324.646849529485
OUT_00253,15558.535879205212
OUT_00254,11098.047547234748
OUT_00255,17703.480634102434
OUT_00256,12892.041907607783
OUT_00257,17649.05531530853
OUT_00258,15731.625074202622
OUT_00259,15664.32833235256
OUT_00260,16652.888046813438
OUT_00261,17138.203890026412
OUT_00262,16802.97409480594
OUT_00263,16774.186753327085
OUT_00264,18101.889079240857
OUT_00265,16730.926834738402
OUT_00266,16500.632222834018
OUT_00267,16838.832497549374
OUT_00268,14103.775665845807
OUT_00269,17187.368562623837
OUT_00270,15572.368643454818
OUT_00271,15851.830523172071
OUT_00272,14634.907215594778
OUT_00273,15695.12810842679
OUT_00274,16106.690218422733
OUT_00275,16813.50582124697
OUT_00276,15970.535553250593
OUT_00277,16981.186253514657
OUT_00278,16615.74834775204
OUT_00279,17743.361364156564
OUT_00280,14542.991510271891
OUT_00281,16371.144157399338
OUT_00282,14434.33487992414
OUT_00283,14350.491274435231
OUT_00284,17412.363363280798
OUT_00285,15196.63181886198
OUT_00286,17166.851619224006
OUT_00287,15763.296194406175
OUT_00288,18028.633776605668
OUT_00289,16304.989507941227
OUT_00290,15731.986523616715
OUT_00291,16784.466926213798
OUT_00292,15365.214266353249
OUT_00293,15499.60952840131
OUT_00294,15228.819629805856
OUT_00295,16305.394431262152
OUT_00296,13391.259886262163
OUT_00297,18980.33645418224
OUT_00298,15656.943290180652
OUT_00299,15929.095155050689
OUT_00300,14397.51066603073
OUT_00301,14949.687686175565
OUT_00302,14538.700796227617
OUT_00303,16789.057517301186
OUT_00304,15636.371697314742
OUT_00305,16115.904489112974
OUT_00306,14887.336840611102
OUT_00307,16579.81291328458
OUT_00308,16207.721705422524
OUT_00309,17218.314912994036
OUT_00310,15320.951230705065
OUT_00311,19032.149583081544
OUT_00312,15727.561589543213
OUT_00313,17315.388550620362
OUT_00314,16013.433617192848
OUT_00315,15757.018811564192
OUT_00316,15320.780468699548
OUT_00317,15857.722309322837
OUT_00318,15961.8541664973
OUT_00319,15908.185805546302
OUT_00320,15262.481592295271
OUT_00321,16308.354501949963
OUT_00322,16331.57720438786
OUT_00323,17234.879290815632
OUT_00324,13456.371163457094
OUT_00325,15570.162083984946
OUT_00326,17227.03683148335
OUT_00327,16476.56557518696
OUT_00328,17145.294823665048
OUT_00329,16006.28111273202
OUT_00330,18585.6261543166
OUT_00331,12803.787497656778
OUT_00332,13044.21509754187
OUT_00333,13821.137512139068
OUT_00334,17865.887155303502
OUT_00335,16801.499023929464
OUT_00336,16735.046353809244
OUT_00337,13604.188950122772
OUT_00338,14598.014658280534
OUT_00339,16906.229226201274
OUT_00340,17467.230691424516
OUT_00341,16816.536147561786
OUT_00342,16997.874409995304
OUT_00343,15706.225452827108
OUT_00344,14323.162971467182
OUT_00345,15790.550508420238
OUT_00346,17437.827507627866
OUT_00347,17134.44768096281
OUT_00348,16501.167980684895
OUT_00349,17005.541880582896
OUT_00350,15836.213558217298
OUT_00351,19847.128215428194
OUT_00352,16937.81056701187
OUT_00353,16101.419452205246
OUT_00354,16170.884222953702
OUT_00355,18082.10804341272
OUT_00356,15516.567195459636
OUT_00357,15635.098847498532
OUT_00358,15479.71695699716
OUT_00359,13355.520106696642
OUT_00360,15541.867905370284
OUT_00361,17818.00672654356
OUT_00362,17731.48174699789
OUT_00363,18737.27261926573
OUT_00364,17354.477322920346
OUT_00365,14463.472330492164
OUT_00366,13836.137963593872
OUT_00367,18736.97088447319
OUT_00368,14841.469938520266
OUT_00369,18515.585588522383
OUT_00370,19275.7719309766
OUT_00371,15369.981807918508
OUT_00372,15864.600114362594
OUT_00373,15818.39861868498
OUT_00374,14477.000399262632
OUT_00375,13382.79771491353
OUT_00376,16627.85974797159
OUT_00377,15768.041411411352
OUT_00378,15736.252793268965
OUT_00379,15267.209233097848
OUT_00380,14636.772485574424
OUT_00381,20130.348906072788
OUT_00382,15923.156072756889
OUT_00383,14802.807179443003
OUT_00384,17843.519363801475
OUT_00385,15573.16413733545
OUT_00386,17963.137023855707
OUT_00387,16411.140363676517
OUT_00388,16206.325153189597
OUT_00389,14594.877267164304
OUT_00390,16725.664988190558
OUT_00391,11962.022180615404
OUT_00392,15451.992685976771
OUT_00393,17962.295848811726
OUT_00394,19546.64859330078
OUT_00395,18569.031275377176
OUT_00396,15808.038865948884
OUT_00397,16037.257573459652
OUT_00398,16750.186705841657
OUT_00399,14541.528114065935
OUT_00400,17352.05770257395
OUT_00401,576.1034831577758
OUT_00402,15699.84960707574
OUT_00403,3787.210076937041
OUT_00404,597.4426908297805
OUT_00405,3879.2485117006768
OUT_00406,488.7509736657239
OUT_00407,898.9227441131004
OUT_00408,726.5672859230742
OUT_00409,3946.909500662784
OUT_00410,4092.141565798704
OUT_00411,780.6940054497283
OUT_00412,661.4971518281201
OUT_00413,15582.023325953667
OUT_00414,704.2136024163607
OUT_00415,811.5870092759714
OUT_00416,3731.435363137982
OUT_00417,13506.189875513392
OUT_00418,3762.961734928458
OUT_00419,382.6971685457328
OUT_00420,437.27733645738135
OUT_00421,2735.8014174795385
OUT_00422,2231.668994715051
OUT_00423,16470.502386049753
OUT_00424,14537.002604880476
OUT_00425,917.6794029789484
OUT_00426,3398.1464287472354
OUT_00427,3196.7173914412774
OUT_00428,45529.92806683801
OUT_00429,3141.089393224372
OUT_00430,513.150722686963
OUT_00431,712.9830769491614
OUT_00432,45285.48785128489
OUT_00433,4172.2637649037015
OUT_00434,45432.27924907175
OUT_00435,3430.5201831030818
OUT_00436,823.2509958873627
OUT_00437,901.1358758110176
OUT_00438,3143.277974746294
OUT_00439,3241.751077841028
OUT_00440,818.4443233347555
OUT_00441,872.010371577709
OUT_00442,748.9656715241598
OUT_00443,3054.9102742991718
OUT_00444,3106.613300437569
OUT_00445,15743.102457432888
OUT_00446,1024.5890238916377
OUT_00447,530.4238336932398
OUT_00448,749.296650040863
OUT_00449,44826.76110848695
OUT_00450,16552.24741010265
OUT_00451,601.7222866700371
OUT_00452,762.2426457229544
OUT_00453,3058.67785725577
OUT_00454,3456.7633663752576
OUT_00455,46627.788970526606
OUT_00456,3669.5858764162695
OUT_00457,16808.73554557615
OUT_00458,731.895786855736
OUT_00459,2619.4965601889817
OUT_00460,3178.1848108952568
OUT_00461,518.4316041078428
OUT_00462,623.2439373385031
OUT_00463,13532.06521386713
OUT_00464,902.6210876639876
OUT_00465,3392.1286261721743
OUT_00466,16717.968110554913
OUT_00467,596.2336962520585
OUT_00468,16761.136968944727
OUT_00469,1010.0617335121952
OUT_00470,788.5021480625678
OUT_00471,3042.1132183802483
OUT_00472,3093.925784480105
OUT_00473,625.7122366096531
OUT_00474,425.4335188128831
OUT_00475,526.3717036959032
OUT_00476,3614.275651778467
OUT_00477,1116.990195006376
OUT_00478,2964.578456956512
OUT_00479,980.6098775736124
OUT_00480,1119.5121955485183
OUT_00481,783.7794701365965
OUT_00482,4008.166761174042
OUT_00483,815.1342205423338
OUT_00484,539.5816147706465
OUT_00485,2812.9037176081883
OUT_00486,3204.2533625554543
OUT_00487,842.7819768801473
OUT_00488,786.5148955669847
OUT_00489,3509.82813340594
OUT_00490,603.6620873675803
OUT_00491,740.0230168247593
OUT_00492,13259.921751910775
OUT_00493,3557.432011286451
OUT_00494,625.2285477650307
OUT_00495,534.3235292640642
OUT_00496,874.7499236561014
OUT_00497,3919.931013707125
OUT_00498,3786.444081445017
OUT_00499,3235.774919636837
OUT_00500,934.0769364708116
OUT_00501,4056.628550913633
OUT_00502,3048.6858739892505
OUT_00503,15250.818859526984
OUT_00504,3022.349678611562
OUT_00505,1086.2100269161324
OUT_00506,45973.10845277416
OUT_00507,42492.733265987736
OUT_00508,3603.531056453051
OUT_00509,4053.302636539535
OUT_00510,2913.357245416243
OUT_00511,3773.99836254796
OUT_00512,413.6124372694803
OUT_00513,566.6095797309329
OUT_00514,765.2574215451586
OUT_00515,16789.732525466512
OUT_00516,833.9677118411928
OUT_00517,3741.585396271848
OUT_00518,2963.9954361372666
OUT_00519,927.334398814498
OUT_00520,386.01146564615226
OUT_00521,788.0416427628345
OUT_00522,751.7961465471651
OUT_00523,605.9491109977057
OUT_00524,1158.9556895493931
OUT_00525,15239.821006675622
OUT_00526,2924.404691488941
OUT_00527,4130.855081714702
OUT_00528,3283.984181918636
OUT_00529,3403.9308217123626
OUT_00530,18655.773552950348
OUT_00531,347.7716416981378
OUT_00532,773.9285782776864
OUT_00533,861.5909764463381
OUT_00534,17109.046206352912
OUT_00535,540.0782647086967
OUT_00536,477.91113918282434
OUT_00537,469.4412821613346
OUT_00538,946.6510929536258
OUT_00539,15801.037872287516
OUT_00540,672.22470943904
OUT_00541,3788.204735153263
OUT_00542,670.9130852808314
OUT_00543,591.2387472007691
OUT_00544,394.9893007102834
OUT_00545,2959.183886985786
OUT_00546,3370.827445221903
OUT_00547,854.1323405955925
OUT_00548,620.8663217364317
OUT_00549,559.9531182098852
OUT_00550,3139.7120592674946
OUT_00551,15538.888039081528
OUT_00552,699.7122261381126
OUT_00553,2408.0917070648484
OUT_00554,807.4030472410388
OUT_00555,710.0277713239508
OUT_00556,2824.3600198862378
OUT_00557,511.3058528859716
OUT_00558,533.4896365251283
OUT_00559,444.8659077161383
OUT_00560,3761.018668802172
OUT_00561,814.0867388834274
OUT_00562,827.3388657842535
OUT_00563,1206.9814025434312
OUT_00564,796.9817146782383
OUT_00565,3208.301304347914
OUT_00566,1380.4478374640912
OUT_00567,15943.88879675902
OUT_00568,46442.3769796059
OUT_00569,604.9563030584885
OUT_00570,16015.521564749835
OUT_00571,640.142526084634
OUT_00572,714.7650919807161
OUT_00573,15377.779191591251
OUT_00574,4376.910564993422
OUT_00575,709.4938391577612
OUT_00576,2815.9798921868623
OUT_00577,16076.712455517443
OUT_00578,728.034516624065
OUT_00579,42031.03459641824
OUT_00580,17530.866978692637
OUT_00581,16126.56783377821
OUT_00582,3569.337572494353
OUT_00583,887.359654310324
OUT_00584,785.0907274497713
OUT_00585,3796.519620535815
OUT_00586,2582.746189138934
OUT_00587,2504.1185761715105
OUT_00588,249.7482922264381
OUT_00589,18482.85538315201
OUT_00590,3433.198729809898
OUT_00591,14181.175257719671
OUT_00592,765.8137452323398
OUT_00593,667.8099801984879
OUT_00594,3846.852360757631
OUT_00595,3098.97459382271
OUT_00596,703.6235133507558
OUT_00597,538.1297470407945
OUT_00598,539.350557541633
OUT_00599,787.5145194517239
OUT_00600,15699.038698868444
OUT_00601,4241.117624115941
OUT_00602,942.8338244324856
OUT_00603,17669.3539380564
OUT_00604,3667.230190987069
OUT_00605,706.3748589876965
OUT_00606,15910.432984497516
OUT_00607,14796.806598640233
OUT_00608,4414.442809679556
OUT_00609,2987.438012185285
OUT_00610,16426.841153866575
OUT_00611,1014.118272480046
OUT_00612,1009.4366990371116
OUT_00613,695.116181886096
OUT_00614,14498.640111624887
OUT_00615,429.19621804781167
OUT_00616,3532.408769681615
OUT_00617,3119.058906106315
OUT_00618,3605.20452558597
OUT_00619,46941.4309128059
OUT_00620,3507.42806202466
OUT_00621,3242.338774090899
OUT_00622,758.6298003788099
OUT_00623,711.9931688224757
OUT_00624,3319.337323740023
OUT_00625,3918.386239552156
OUT_00626,17121.41436142106
OUT_00627,1953.8076574186584
OUT_00628,762.6413300582246
OUT_00629,3421.453138937128
OUT_00630,673.183930295254
OUT_00631,729.7876488336502
OUT_00632,460.274543380226
OUT_00633,17548.74587720329
OUT_00634,4270.541773878175
OUT_00635,4116.406448069684
OUT_00636,2540.8031615338564
OUT_00637,3267.4216618368123
OUT_00638,3587.86528304003
OUT_00639,15420.33714553146
OUT_00640,3691.679438829146
OUT_00641,730.1022168713409
OUT_00642,2989.7502604648
OUT_00643,2537.177521920502
OUT_00644,3978.431293157266
OUT_00645,3102.653984979007
OUT_00646,773.416768853598
OUT_00647,652.3971291039976
OUT_00648,3373.170703809014
OUT_00649,17289.734435621554
OUT_00650,3814.5987258265914
OUT_00651,531.492610418897
OUT_00652,2857.823555136845
OUT_00653,548.873521641837
OUT_00654,978.6572780255516
OUT_00655,621.9513859998463
OUT_00656,3124.426361850634
OUT_00657,823.8753780247973
OUT_00658,3927.236316853826
OUT_00659,649.7366879113821
OUT_00660,17080.75347719841
OUT_00661,3503.567103086456
OUT_00662,4294.14238753387
OUT_00663,3808.5716849471855
OUT_00664,731.6775495209583
OUT_00665,748.742064068405
OUT_00666,19642.21316226009
OUT_00667,3037.4068686650057
OUT_00668,544.361372116175
OUT_00669,728.9278680254008
OUT_00670,3134.895449877102
OUT_00671,3488.2759392992352
OUT_00672,952.3941508993272
OUT_00673,4057.264467475695
OUT_00674,12450.596161747557
OUT_00675,846.1582033348852
OUT_00676,511.2453875823614
OUT_00677,4380.781211188026
OUT_00678,653.0590478660164
OUT_00679,872.0652347482921
OUT_00680,3097.254449603474
OUT_00681,671.847121232822
OUT_00682,639.2535195985699
OUT_00683,3113.019766356491
OUT_00684,43547.53034484379
OUT_00685,688.8064850404165
OUT_00686,17571.964839014276
OUT_00687,18051.46707351624
OUT_00688,741.1375178444913
OUT_00689,45392.40061625819
OUT_00690,794.9407207019906
OUT_00691,44315.31303545999
OUT_00692,486.4006028890699
OUT_00693,4721.451882326277
OUT_00694,19196.348568340534
OUT_00695,894.4457618998279
OUT_00696,581.7734655143316
OUT_00697,3823.731607562021
OUT_00698,16989.939851322488
OUT_00699,16245.204319890538
OUT_00700,697.7709160778277
OUT_00701,510.099577060619
OUT_00702,757.9943624433861
OUT_00703,2858.749788592796
OUT_00704,3083.4341003297177
OUT_00705,820.2464237313948
OUT_00706,3104.681248487764
OUT_00707,593.0605301531689
OUT_00708,357.8661591080595
OUT_00709,898.8890949953484
OUT_00710,2740.9944083114187
OUT_00711,798.0883863788331
OUT_00712,15944.104233986844
OUT_00713,739.9198960362154
OUT_00714,422.3512968358693
OUT_00715,3456.975497426252
OUT_00716,533.2164849613258
OUT_00717,17833.472497739906
OUT_00718,662.4136821812104
OUT_00719,928.7756718518174
OUT_00720,16846.123929513236
OUT_00721,894.4844066850608
OUT_00722,3159.766523021449
OUT_00723,813.7035926615856
OUT_00724,730.2549756751243
OUT_00725,386.3912818134246
OUT_00726,17992.990377289065
OUT_00727,4617.3597831450425
OUT_00728,17583.058289610388
OUT_00729,577.5814214959158
OUT_00730,3265.18887226351
OUT_00731,15202.428988123082
OUT_00732,3967.533478876488
OUT_00733,3657.58746906492
OUT_00734,14232.98273427613
OUT_00735,924.2943314767972
OUT_00736,14811.256650395431
OUT_00737,15508.09319873357
OUT_00738,377.6956933427471
OUT_00739,1227.4737676652387
OUT_00740,3293.9570195026863
OUT_00741,1116.6978783919585
OUT_00742,47229.030758021625
OUT_00743,905.5429374513704
OUT_00744,2210.2426627068094
OUT_00745,3084.516343515033
OUT_00746,14948.749589206584
OUT_00747,2831.0311242577427
OUT_00748,1142.5870055838764
OUT_00749,3410.394402627999
OUT_00750,3245.2745370545404
OUT_00751,824.4476003004447
OUT_00752,681.3761638460428
OUT_00753,16377.544247865526
OUT_00754,965.7652101159816
OUT_00755,14747.843589155458
OUT_00756,2572.21928255856
OUT_00757,2245.95060776734
OUT_00758,755.0117878769514
OUT_00759,415.79117071402464
OUT_00760,493.9005696863174
OUT_00761,3197.912404756152
OUT_00762,649.5196799418221
OUT_00763,428.09328437121
OUT_00764,4107.400397402969
OUT_00765,455.6361694311943
OUT_00766,630.4210727839575
OUT_00767,3180.985848635951
OUT_00768,424.3116450443193
OUT_00769,3684.5317322281016
OUT_00770,604.6905580027912
OUT_00771,4189.196695507469
OUT_00772,2683.360005719672
OUT_00773,16236.038924280068
OUT_00774,838.3808735282661
OUT_00775,2952.988403767589
OUT_00776,801.2276147258525
OUT_00777,746.7489609679161
OUT_00778,46463.63550055898
OUT_00779,2953.261753366301
OUT_00780,592.3048584348187
OUT_00781,792.4302476095451
OUT_00782,445.949552634559
OUT_00783,579.7315815535247
OUT_00784,683.5832131750996
OUT_00785,3632.190945684166
OUT_00786,1109.3386047131562
OUT_00787,4023.145675814132
OUT_00788,3498.122944281936
OUT_00789,13644.83572191693
OUT_00790,900.557440812888
OUT_00791,44166.40501728716
OUT_00792,16630.32361385946
OUT_00793,2326.324137341036
OUT_00794,655.3513457310198
OUT_00795,16857.95772272884
OUT_00796,639.1391073015109
OUT_00797,3535.034923231545
OUT_00798,3074.285526066166
OUT_00799,18119.22075320528
OUT_00800,13616.724731194214
OUT_00801,634.8781627198608
OUT_00802,623.5665082796487
OUT_00803,3597.736516919819
OUT_00804,645.6219848672802
OUT_00805,690.9199977571259
OUT_00806,879.96220810429
OUT_00807,1056.8063990855492
OUT_00808,3099.7511630982
OUT_00809,3659.8216831450686
OUT_00810,957.3805876278752
OUT_00811,611.4215237332203
OUT_00812,683.9931900472725
OUT_00813,680.9194056128916
OUT_00814,695.0294661578706
OUT_00815,47931.1020821974
OUT_00816,926.6794059935422
OUT_00817,715.4617935969275
OUT_00818,897.8852194610234
OUT_00819,402.108977815161
OUT_00820,419.2003532848597
OUT_00821,768.7776006155326
OUT_00822,2791.955759228113
OUT_00823,16443.013406165257
OUT_00824,676.2446593091493
OUT_00825,2698.453701717532
OUT_00826,3388.8432366704897
OUT_00827,1134.607367377022
OUT_00828,3241.650970892515
OUT_00829,558.4109956089958
OUT_00830,924.3290469760562
OUT_00831,675.5761252884996
OUT_00832,637.7751122102513
OUT_00833,3262.1115577605683
OUT_00834,4014.111483212599
OUT_00835,3444.721003440368
OUT_00836,3360.9163597533893
OUT_00837,16975.07909920348
OUT_00838,3649.3625567343
OUT_00839,567.247087805627
OUT_00840,45168.838178711405
OUT_00841,505.76125370629774
OUT_00842,981.1277962276284
OUT_00843,4149.4197889519
OUT_00844,763.4771496168415
OUT_00845,3337.752137451365
OUT_00846,352.36901463360675
OUT_00847,2644.8879090519563
OUT_00848,3606.729964370365
OUT_00849,4121.477397325918
OUT_00850,917.8363175540028
OUT_00851,668.0136118329391
OUT_00852,2783.95031455154
OUT_00853,43532.488871242815
OUT_00854,3322.309894686687
OUT_00855,853.1441103896668
OUT_00856,45545.83277179436
OUT_00857,16096.149288879948
OUT_00858,837.2934305727671
OUT_00859,825.368255271909
OUT_00860,503.0213407116484
OUT_00861,871.8989433395474
OUT_00862,841.937267260651
OUT_00863,784.9429395998824
OUT_00864,599.9072308923379
OUT_00865,3779.081218367157
OUT_00866,4205.817198310839
OUT_00867,2745.913550648866
OUT_00868,760.9920322833988
OUT_00869,639.7620900118915
OUT_00870,2769.191414374309
OUT_00871,15699.925268726323
OUT_00872,1064.0171445963435
OUT_00873,16883.888859712515
OUT_00874,3205.89866365967
OUT_00875,752.0654833655383
OUT_00876,727.1996144974315
OUT_00877,17086.937839129496
OUT_00878,3518.066553311964
OUT_00879,3439.6452275994798
OUT_00880,643.1853437000626
OUT_00881,16761.851772486163
OUT_00882,1202.007104401698
OUT_00883,861.7418430298516
OUT_00884,3496.0452418517348
OUT_00885,3538.0372467127545
OUT_00886,42655.32660799284
OUT_00887,788.1366247373576
OUT_00888,591.5030162541681
OUT_00889,4042.210149315728
OUT_00890,2906.758091177305
OUT_00891,4344.741872839442
OUT_00892,718.7371949692788
OUT_00893,916.1709857948342
OUT_00894,865.1264482214701
OUT_00895,2669.600877718885
OUT_00896,838.054909627823
OUT_00897,4501.332078409281
OUT_00898,583.705038590157
OUT_00899,660.7410021088042
OUT_00900,1053.9855346229588
OUT_00901,910.41577208434
OUT_00902,556.5333727318438
OUT_00903,17162.263012910218
OUT_00904,534.9718546368571
OUT_00905,477.4003010560698
OUT_00906,18752.379723765924
OUT_00907,1112.519792878902
OUT_00908,985.4867658304224
OUT_00909,679.9315867942921
OUT_00910,1091.6396060231527
OUT_00911,832.0331956052482
OUT_00912,14800.63143578438
OUT_00913,3730.0773928276985
OUT_00914,3378.197789369444
OUT_00915,465.2698547629951
OUT_00916,3857.390949306705
OUT_00917,2909.952097282476
OUT_00918,16220.27647870314
OUT_00919,907.0217616316716
OUT_00920,2958.531120018308
OUT_00921,3342.967156834255
OUT_00922,626.3205001190346
OUT_00923,17019.121871578536
OUT_00924,2849.0235418076754
OUT_00925,926.5410143075302
OUT_00926,670.1560452098166
OUT_00927,545.0163679829865
OUT_00928,670.049855864456
