Outlet_ID,Distributor_ID
OUT_00113,DIST_W_03
OUT_00114,DIST_W_03
OUT_00115,DIST_W_03
OUT_00116,DIST_W_03
OUT_00117,DIST_W_02
OUT_00118,DIST_W_02
OUT_00119,DIST_W_03
OUT_00120,DIST_W_01
OUT_00121,DIST_W_02
OUT_00122,DIST_W_01
OUT_00123,DIST_W_01
OUT_00124,DIST_W_01
OUT_00125,DIST_W_01
OUT_00126,DIST_W_03
OUT_00127,DIST_W_02
OUT_00128,DIST_W_03
OUT_00129,DIST_W_02
OUT_00130,DIST_W_03
OUT_00131,DIST_W_01
OUT_00132,DIST_W_03
OUT_00133,DIST_W_03
OUT_00134,DIST_W_03
OUT_00135,DIST_W_02
OUT_00136,DIST_W_03
OUT_00137,DIST_W_03
OUT_00138,DIST_W_02
OUT_00139,DIST_W_03
OUT_00140,DIST_W_02
OUT_00141,DIST_W_01
OUT_00142,DIST_W_01
OUT_00143,DIST_W_03
OUT_00144,DIST_W_03
OUT_00145,DIST_W_03
OUT_00146,DIST_W_02
OUT_00147,DIST_W_01
OUT_00148,DIST_W_01
OUT_00149,DIST_W_03
OUT_00150,DIST_W_01
OUT_00151,DIST_W_01
OUT_00152,DIST_W_03
OUT_00153,DIST_W_03
OUT_00154,DIST_W_01
OUT_00155,DIST_W_01
OUT_00156,DIST_W_02
OUT_00157,DIST_W_03
OUT_00158,DIST_W_01
OUT_00159,DIST_W_03
OUT_00160,DIST_W_02
OUT_00161,DIST_W_02
OUT_00162,DIST_W_01
OUT_00163,DIST_W_01
OUT_00164,DIST_W_02
OUT_00165,DIST_W_03
OUT_00166,DIST_W_01
OUT_00167,DIST_W_01
OUT_00168,DIST_W_03
OUT_00169,DIST_W_03
OUT_00170,DIST_W_02
OUT_00171,DIST_W_01
OUT_00172,DIST_W_03
OUT_00173,DIST_W_03
OUT_00174,DIST_W_03
OUT_00175,DIST_W_01
OUT_00176,DIST_W_03
OUT_00177,DIST_W_03
OUT_00178,DIST_W_02
OUT_00179,DIST_W_02
OUT_00180,DIST_W_03
OUT_00181,DIST_W_03
OUT_00182,DIST_W_02
OUT_00183,DIST_W_03
OUT_00184,DIST_W_03
OUT_00185,DIST_W_03
OUT_00186,DIST_W_03
OUT_00187,DIST_W_01
OUT_00188,DIST_W_02
OUT_00189,DIST_W_01
OUT_00190,DIST_W_03
OUT_00191,DIST_W_03
OUT_00192,DIST_W_02
OUT_00193,DIST_W_02
OUT_00194,DIST_W_01
OUT_00195,DIST_W_02
OUT_00196,DIST_W_03
OUT_00197,DIST_W_01
OUT_00198,DIST_W_02
OUT_00199,DIST_W_03
OUT_00200,DIST_W_01
OUT_00201,DIST_W_01
OUT_00202,DIST_W_02
OUT_00203,DIST_W_03
OUT_00204,DIST_W_03
OUT_00205,DIST_W_03
OUT_00206,DIST_W_01
OUT_00207,DIST_W_02
OUT_00208,DIST_W_02
OUT_00209,DIST_W_02
OUT_00210,DIST_W_02
OUT_00211,DIST_W_01
OUT_00212,DIST_W_03
OUT_00213,DIST_W_01
OUT_00214,DIST_W_02
OUT_00215,DIST_W_03
OUT_00216,DIST_W_01
OUT_00217,DIST_W_01
OUT_00218,DIST_W_02
OUT_00219,DIST_W_01
OUT_00220,DIST_W_03
OUT_00221,DIST_W_03
OUT_00222,DIST_W_03
OUT_00223,DIST_W_02
OUT_00224,DIST_W_02
OUT_00225,DIST_W_02
OUT_00226,DIST_W_01
OUT_00227,DIST_W_01
OUT_00228,DIST_W_03
OUT_00229,DIST_W_01
OUT_00230,DIST_W_03
OUT_00231,DIST_W_01
OUT_00232,DIST_W_02
OUT_00233,DIST_W_03
OUT_00234,DIST_W_01
OUT_00235,DIST_W_02
OUT_00236,DIST_W_02
OUT_00237,DIST_W_02
OUT_00238,DIST_W_03
OUT_00239,DIST_W_03
OUT_00240,DIST_W_02
OUT_00241,DIST_W_02
OUT_00242,DIST_W_03
OUT_00243,DIST_W_02
OUT_00244,DIST_W_03
OUT_00245,DIST_W_03
OUT_00246,DIST_W_02
OUT_00247,DIST_W_03
OUT_00248,DIST_W_02
OUT_00249,DIST_W_01
OUT_00250,DIST_W_01
OUT_00251,DIST_W_01
OUT_00252,DIST_W_03
OUT_00253,DIST_W_03
OUT_00254,DIST_W_01
OUT_00255,DIST_W_02
OUT_00256,DIST_W_01
OUT_00257,DIST_W_03
OUT_00258,DIST_W_02
OUT_00259,DIST_W_02
OUT_00260,DIST_W_01
OUT_00261,DIST_W_02
OUT_00262,DIST_W_01
OUT_00263,DIST_W_02
OUT_00264,DIST_W_03
OUT_00265,DIST_W_01
OUT_00266,DIST_W_02
OUT_00267,DIST_W_03
OUT_00268,DIST_W_03
OUT_00269,DIST_W_03
OUT_00270,DIST_W_02
OUT_00271,DIST_W_02
OUT_00272,DIST_W_03
OUT_00273,DIST_W_01
OUT_00274,DIST_W_01
OUT_00275,DIST_W_03
OUT_00276,DIST_W_02
OUT_00277,DIST_W_02
OUT_00278,DIST_W_03
OUT_00279,DIST_W_02
OUT_00280,DIST_W_02
OUT_00281,DIST_W_02
OUT_00282,DIST_W_01
OUT_00283,DIST_W_03
OUT_00284,DIST_W_02
OUT_00285,DIST_W_01
OUT_00286,DIST_W_01
OUT_00287,DIST_W_03
OUT_00288,DIST_W_02
OUT_00289,DIST_W_02
OUT_00290,DIST_W_02
OUT_00291,DIST_W_02
OUT_00292,DIST_W_03
OUT_00293,DIST_W_02
OUT_00294,DIST_W_01
OUT_00295,DIST_W_03
OUT_00296,DIST_W_03
OUT_00297,DIST_W_01
OUT_00298,DIST_W_02
OUT_00299,DIST_W_01
OUT_00300,DIST_W_02
OUT_00301,DIST_W_01
OUT_00302,DIST_W_02
OUT_00303,DIST_W_03
OUT_00304,DIST_W_01
OUT_00305,DIST_W_02
OUT_00306,DIST_W_02
OUT_00307,DIST_W_01
OUT_00308,DIST_W_02
OUT_00309,DIST_W_03
OUT_00310,DIST_W_01
OUT_00311,DIST_W_02
OUT_00312,DIST_W_02
OUT_00313,DIST_W_03
OUT_00314,DIST_W_01
OUT_00315,DIST_W_02
OUT_00316,DIST_W_03
OUT_00317,DIST_W_03
OUT_00318,DIST_W_01
OUT_00319,DIST_W_03
OUT_00320,DIST_W_02
OUT_00321,DIST_W_01
OUT_00322,DIST_W_02
OUT_00323,DIST_W_03
OUT_00324,DIST_W_01
OUT_00325,DIST_W_02
OUT_00326,DIST_W_01
OUT_00327,DIST_W_01
OUT_00328,DIST_W_01
OUT_00329,DIST_W_03
OUT_00330,DIST_W_02
OUT_00331,DIST_W_01
OUT_00332,DIST_W_02
OUT_00333,DIST_W_03
OUT_00334,DIST_W_01
OUT_00335,DIST_W_02
OUT_00336,DIST_W_02
OUT_00337,DIST_W_01
OUT_00338,DIST_W_03
OUT_00339,DIST_W_03
OUT_00340,DIST_W_02
OUT_00341,DIST_W_02
OUT_00342,DIST_W_01
OUT_00343,DIST_W_02
OUT_00344,DIST_W_02
OUT_00345,DIST_W_01
OUT_00346,DIST_W_01
OUT_00347,DIST_W_01
OUT_00348,DIST_W_01
OUT_00349,DIST_W_03
OUT_00350,DIST_W_03
OUT_00351,DIST_W_02
OUT_00352,DIST_W_01
OUT_00353,DIST_W_03
OUT_00354,DIST_W_03
OUT_00355,DIST_W_01
OUT_00356,DIST_W_01
OUT_00357,DIST_W_02
OUT_00358,DIST_W_01
OUT_00359,DIST_W_01
OUT_00360,DIST_W_03
OUT_00361,DIST_W_01
OUT_00362,DIST_W_01
OUT_00363,DIST_W_03
OUT_00364,DIST_W_03
OUT_00365,DIST_W_01
OUT_00366,DIST_W_03
OUT_00367,DIST_W_03
OUT_00368,DIST_W_02
OUT_00369,DIST_W_01
OUT_00370,DIST_W_03
OUT_00371,DIST_W_03
OUT_00372,DIST_W_02
OUT_00373,DIST_W_02
OUT_00374,DIST_W_03
OUT_00375,DIST_W_01
OUT_00376,DIST_W_02
OUT_00377,DIST_W_02
OUT_00378,DIST_W_02
OUT_00379,DIST_W_01
OUT_00380,DIST_W_03
OUT_00381,DIST_W_01
OUT_00382,DIST_W_03
OUT_00383,DIST_W_03
OUT_00384,DIST_W_03
OUT_00385,DIST_W_02
OUT_00386,DIST_W_02
OUT_00387,DIST_W_01
OUT_00388,DIST_W_03
OUT_00389,DIST_W_02
OUT_00390,DIST_W_03
OUT_00391,DIST_W_01
OUT_00392,DIST_W_02
OUT_00393,DIST_W_03
OUT_00394,DIST_W_01
OUT_00395,DIST_W_03
OUT_00396,DIST_W_03
OUT_00397,DIST_W_02
OUT_00398,DIST_W_03
OUT_00399,DIST_W_02
OUT_00400,DIST_W_01
OUT_00401,DIST_W_03
OUT_00402,DIST_W_01
OUT_00403,DIST_W_01
OUT_00404,DIST_W_03
OUT_00405,DIST_W_01
OUT_00406,DIST_W_02
OUT_00407,DIST_W_02
OUT_00408,DIST_W_01
OUT_00409,DIST_W_01
OUT_00410,DIST_W_02
OUT_00411,DIST_W_01
OUT_00412,DIST_W_02
OUT_00413,DIST_W_01
OUT_00414,DIST_W_01
OUT_00415,DIST_W_01
OUT_00416,DIST_W_01
OUT_00417,DIST_W_01
OUT_00418,DIST_W_03
OUT_00419,DIST_W_03
OUT_00420,DIST_W_01
OUT_00421,DIST_W_01
OUT_00422,DIST_W_02
OUT_00423,DIST_W_03
OUT_00424,DIST_W_03
OUT_00425,DIST_W_02
OUT_00426,DIST_W_03
OUT_00427,DIST_W_02
OUT_00428,DIST_W_03
OUT_00429,DIST_W_01
OUT_00430,DIST_W_02
OUT_00431,DIST_W_01
OUT_00432,DIST_W_02
OUT_00433,DIST_W_03
OUT_00434,DIST_W_01
OUT_00435,DIST_W_02
OUT_00436,DIST_W_01
OUT_00437,DIST_W_01
OUT_00438,DIST_W_01
OUT_00439,DIST_W_02
OUT_00440,DIST_W_01
OUT_00441,DIST_W_03
OUT_00442,DIST_W_03
OUT_00443,DIST_W_03
OUT_00444,DIST_W_01
OUT_00445,DIST_W_01
OUT_00446,DIST_W_02
OUT_00447,DIST_W_02
OUT_00448,DIST_W_01
OUT_00449,DIST_W_01
OUT_00450,DIST_W_03
OUT_00451,DIST_W_01
OUT_00452,DIST_W_03
OUT_00453,DIST_W_02
OUT_00454,DIST_W_03
OUT_00455,DIST_W_03
OUT_00456,DIST_W_01
OUT_00457,DIST_W_03
OUT_00458,DIST_W_02
OUT_00459,DIST_W_02
OUT_00460,DIST_W_03
OUT_00461,DIST_W_02
OUT_00462,DIST_W_03
OUT_00463,DIST_W_02
OUT_00464,DIST_W_01
OUT_00465,DIST_W_01
OUT_00466,DIST_W_03
OUT_00467,DIST_W_02
OUT_00468,DIST_W_01
OUT_00469,DIST_W_03
OUT_00470,DIST_W_01
OUT_00471,DIST_W_01
OUT_00472,DIST_W_02
OUT_00473,DIST_W_03
OUT_00474,DIST_W_01
OUT_00475,DIST_W_01
OUT_00476,DIST_W_01
OUT_00477,DIST_W_02
OUT_00478,DIST_W_03
OUT_00479,DIST_W_02
OUT_00480,DIST_W_03
OUT_00481,DIST_W_01
OUT_00482,DIST_W_03
OUT_00483,DIST_W_03
OUT_00484,DIST_W_02
OUT_00485,DIST_W_01
OUT_00486,DIST_W_01
OUT_00487,DIST_W_03
OUT_00488,DIST_W_02
OUT_00489,DIST_W_03
OUT_00490,DIST_W_03
OUT_00491,DIST_W_01
OUT_00492,DIST_W_03
OUT_00493,DIST_W_01
OUT_00494,DIST_W_02
OUT_00495,DIST_W_02
OUT_00496,DIST_W_03
OUT_00497,DIST_W_03
OUT_00498,DIST_W_01
OUT_00499,DIST_W_02
OUT_00500,DIST_W_01
OUT_00501,DIST_W_02
OUT_00502,DIST_W_03
OUT_00503,DIST_W_02
OUT_00504,DIST_W_02
OUT_00505,DIST_W_03
OUT_00506,DIST_W_01
OUT_00507,DIST_W_03
OUT_00508,DIST_W_01
OUT_00509,DIST_W_01
OUT_00510,DIST_W_02
OUT_00511,DIST_W_02
OUT_00512,DIST_W_02
OUT_00513,DIST_W_01
OUT_00514,DIST_W_01
OUT_00515,DIST_W_01
OUT_00516,DIST_W_02
OUT_00517,DIST_W_03
OUT_00518,DIST_W_03
OUT_00519,DIST_W_02
OUT_00520,DIST_W_03
OUT_00521,DIST_W_02
OUT_00522,DIST_W_01
OUT_00523,DIST_W_02
OUT_00524,DIST_W_02
OUT_00525,DIST_W_01
OUT_00526,DIST_W_03
OUT_00527,DIST_W_02
OUT_00528,DIST_W_01
OUT_00529,DIST_W_03
OUT_00530,DIST_W_01
OUT_00531,DIST_W_02
OUT_00532,DIST_W_02
OUT_00533,DIST_W_01
OUT_00534,DIST_W_01
OUT_00535,DIST_W_03
OUT_00536,DIST_W_01
OUT_00537,DIST_W_03
OUT_00538,DIST_W_01
OUT_00539,DIST_W_01
OUT_00540,DIST_W_01
OUT_00541,DIST_W_02
OUT_00542,DIST_W_01
OUT_00543,DIST_W_01
OUT_00544,DIST_W_02
OUT_00545,DIST_W_02
OUT_00546,DIST_W_02
OUT_00547,DIST_W_03
OUT_00548,DIST_W_03
OUT_00549,DIST_W_01
OUT_00550,DIST_W_03
OUT_00551,DIST_W_03
OUT_00552,DIST_W_03
OUT_00553,DIST_W_01
OUT_00554,DIST_W_01
OUT_00555,DIST_W_02
OUT_00556,DIST_W_01
OUT_00557,DIST_W_03
OUT_00558,DIST_W_02
OUT_00559,DIST_W_02
OUT_00560,DIST_W_02
OUT_00561,DIST_W_02
OUT_00562,DIST_W_03
OUT_00563,DIST_W_01
OUT_00564,DIST_W_02
OUT_00565,DIST_W_02
OUT_00566,DIST_W_03
OUT_00567,DIST_W_01
OUT_00568,DIST_W_02
OUT_00569,DIST_W_03
OUT_00570,DIST_W_02
OUT_00571,DIST_W_02
OUT_00572,DIST_W_03
OUT_00573,DIST_W_02
OUT_00574,DIST_W_01
OUT_00575,DIST_W_03
OUT_00576,DIST_W_01
OUT_00577,DIST_W_02
OUT_00578,DIST_W_01
OUT_00579,DIST_W_01
OUT_00580,DIST_W_02
OUT_00581,DIST_W_02
OUT_00582,DIST_W_03
OUT_00583,DIST_W_03
OUT_00584,DIST_W_01
OUT_00585,DIST_W_02
OUT_00586,DIST_W_01
OUT_00587,DIST_W_02
OUT_00588,DIST_W_02
OUT_00589,DIST_W_03
OUT_00590,DIST_W_03
OUT_00591,DIST_W_02
OUT_00592,DIST_W_01
OUT_00593,DIST_W_02
OUT_00594,DIST_W_02
OUT_00595,DIST_W_03
OUT_00596,DIST_W_03
OUT_00597,DIST_W_01
OUT_00598,DIST_W_03
OUT_00599,DIST_W_01
OUT_00600,DIST_W_01
OUT_00601,DIST_W_03
OUT_00602,DIST_W_02
OUT_00603,DIST_W_02
OUT_00604,DIST_W_02
OUT_00605,DIST_W_02
OUT_00606,DIST_W_03
OUT_00607,DIST_W_02
OUT_00608,DIST_W_03
OUT_00609,DIST_W_01
OUT_00610,DIST_W_01
OUT_00611,DIST_W_03
OUT_00612,DIST_W_02
OUT_00613,DIST_W_03
OUT_00614,DIST_W_02
OUT_00615,DIST_W_02
OUT_00616,DIST_W_02
OUT_00617,DIST_W_03
OUT_00618,DIST_W_02
OUT_00619,DIST_W_03
OUT_00620,DIST_W_03
OUT_00621,DIST_W_03
OUT_00622,DIST_W_03
OUT_00623,DIST_W_01
OUT_00624,DIST_W_02
OUT_00625,DIST_W_01
OUT_00626,DIST_W_01
OUT_00627,DIST_W_02
OUT_00628,DIST_W_01
OUT_00629,DIST_W_03
OUT_00630,DIST_W_01
OUT_00631,DIST_W_03
OUT_00632,DIST_W_01
OUT_00633,DIST_W_03
OUT_00634,DIST_W_01
OUT_00635,DIST_W_03
OUT_00636,DIST_W_02
OUT_00637,DIST_W_01
OUT_00638,DIST_W_03
OUT_00639,DIST_W_03
OUT_00640,DIST_W_03
OUT_00641,DIST_W_03
OUT_00642,DIST_W_02
OUT_00643,DIST_W_01
OUT_00644,DIST_W_03
OUT_00645,DIST_W_03
OUT_00646,DIST_W_01
OUT_00647,DIST_W_02
OUT_00648,DIST_W_02
OUT_00649,DIST_W_02
OUT_00650,DIST_W_03
OUT_00651,DIST_W_02
OUT_00652,DIST_W_02
OUT_00653,DIST_W_02
OUT_00654,DIST_W_03
OUT_00655,DIST_W_03
OUT_00656,DIST_W_03
OUT_00657,DIST_W_02
OUT_00658,DIST_W_02
OUT_00659,DIST_W_01
OUT_00660,DIST_W_02
OUT_00661,DIST_W_01
OUT_00662,DIST_W_01
OUT_00663,DIST_W_01
OUT_00664,DIST_W_03
OUT_00665,DIST_W_02
OUT_00666,DIST_W_02
OUT_00667,DIST_W_03
OUT_00668,DIST_W_01
OUT_00669,DIST_W_03
OUT_00670,DIST_W_03
OUT_00671,DIST_W_03
OUT_00672,DIST_W_01
OUT_00673,DIST_W_01
OUT_00674,DIST_W_02
OUT_00675,DIST_W_01
OUT_00676,DIST_W_01
OUT_00677,DIST_W_01
OUT_00678,DIST_W_03
OUT_00679,DIST_W_02
OUT_00680,DIST_W_02
OUT_00681,DIST_W_01
OUT_00682,DIST_W_01
OUT_00683,DIST_W_03
OUT_00684,DIST_W_03
OUT_00685,DIST_W_01
OUT_00686,DIST_W_03
OUT_00687,DIST_W_02
OUT_00688,DIST_W_02
OUT_00689,DIST_W_03
OUT_00690,DIST_W_02
OUT_00691,DIST_W_01
OUT_00692,DIST_W_02
OUT_00693,DIST_W_02
OUT_00694,DIST_W_03
OUT_00695,DIST_W_01
OUT_00696,DIST_W_01
OUT_00697,DIST_W_01
OUT_00698,DIST_W_02
OUT_00699,DIST_W_03
OUT_00700,DIST_W_03
OUT_00701,DIST_W_02
OUT_00702,DIST_W_02
OUT_00703,DIST_W_02
OUT_00704,DIST_W_02
OUT_00705,DIST_W_01
OUT_00706,DIST_W_03
OUT_00707,DIST_W_02
OUT_00708,DIST_W_03
OUT_00709,DIST_W_03
OUT_00710,DIST_W_01
OUT_00711,DIST_W_02
OUT_00712,DIST_W_02
OUT_00713,DIST_W_02
OUT_00714,DIST_W_03
OUT_00715,DIST_W_03
OUT_00716,DIST_W_03
OUT_00717,DIST_W_02
OUT_00718,DIST_W_03
OUT_00719,DIST_W_01
OUT_00720,DIST_W_02
OUT_00721,DIST_W_03
OUT_00722,DIST_W_02
OUT_00723,DIST_W_03
OUT_00724,DIST_W_01
OUT_00725,DIST_W_03
OUT_00726,DIST_W_02
OUT_00727,DIST_W_01
OUT_00728,DIST_W_03
OUT_00729,DIST_W_01
OUT_00730,DIST_W_01
OUT_00731,DIST_W_03
OUT_00732,DIST_W_01
OUT_00733,DIST_W_02
OUT_00734,DIST_W_01
OUT_00735,DIST_W_02
OUT_00736,DIST_W_02
OUT_00737,DIST_W_03
OUT_00738,DIST_W_03
OUT_00739,DIST_W_02
OUT_00740,DIST_W_03
OUT_00741,DIST_W_03
OUT_00742,DIST_W_02
OUT_00743,DIST_W_03
OUT_00744,DIST_W_02
OUT_00745,DIST_W_03
OUT_00746,DIST_W_03
OUT_00747,DIST_W_03
OUT_00748,DIST_W_01
OUT_00749,DIST_W_02
OUT_00750,DIST_W_03
OUT_00751,DIST_W_01
OUT_00752,DIST_W_03
OUT_00753,DIST_W_01
OUT_00754,DIST_W_01
OUT_00755,DIST_W_01
OUT_00756,DIST_W_01
OUT_00757,DIST_W_03
OUT_00758,DIST_W_01
OUT_00759,DIST_W_03
OUT_00760,DIST_W_03
OUT_00761,DIST_W_01
OUT_00762,DIST_W_03
OUT_00763,DIST_W_03
OUT_00764,DIST_W_03
OUT_00765,DIST_W_01
OUT_00766,DIST_W_01
OUT_00767,DIST_W_02
OUT_00768,DIST_W_03
OUT_00769,DIST_W_02
OUT_00770,DIST_W_02
OUT_00771,DIST_W_01
OUT_00772,DIST_W_01
OUT_00773,DIST_W_02
OUT_00774,DIST_W_01
OUT_00775,DIST_W_01
OUT_00776,DIST_W_03
OUT_00777,DIST_W_02
OUT_00778,DIST_W_02
OUT_00779,DIST_W_03
OUT_00780,DIST_W_03
OUT_00781,DIST_W_01
OUT_00782,DIST_W_01
OUT_00783,DIST_W_02
OUT_00784,DIST_W_02
OUT_00785,DIST_W_03
OUT_00786,DIST_W_03
OUT_00787,DIST_W_02
OUT_00788,DIST_W_01
OUT_00789,DIST_W_01
OUT_00790,DIST_W_01
OUT_00791,DIST_W_03
OUT_00792,DIST_W_01
OUT_00793,DIST_W_02
OUT_00794,DIST_W_03
OUT_00795,DIST_W_03
OUT_00796,DIST_W_01
OUT_00797,DIST_W_01
OUT_00798,DIST_W_03
OUT_00799,DIST_W_01
OUT_00800,DIST_W_02
OUT_00801,DIST_W_01
OUT_00802,DIST_W_03
OUT_00803,DIST_W_02
OUT_00804,DIST_W_03
OUT_00805,DIST_W_02
OUT_00806,DIST_W_01
OUT_00807,DIST_W_02
OUT_00808,DIST_W_01
OUT_00809,DIST_W_01
OUT_00810,DIST_W_01
OUT_00811,DIST_W_02
OUT_00812,DIST_W_02
OUT_00813,DIST_W_03
OUT_00814,DIST_W_02
OUT_00815,DIST_W_01
OUT_00816,DIST_W_03
OUT_00817,DIST_W_03
OUT_00818,DIST_W_02
OUT_00819,DIST_W_01
OUT_00820,DIST_W_03
OUT_00821,DIST_W_03
OUT_00822,DIST_W_02
OUT_00823,DIST_W_01
OUT_00824,DIST_W_02
OUT_00825,DIST_W_01
OUT_00826,DIST_W_01
OUT_00827,DIST_W_02
OUT_00828,DIST_W_01
OUT_00829,DIST_W_02
OUT_00830,DIST_W_02
OUT_00831,DIST_W_01
OUT_00832,DIST_W_02
OUT_00833,DIST_W_03
OUT_00834,DIST_W_02
OUT_00835,DIST_W_01
OUT_00836,DIST_W_01
OUT_00837,DIST_W_01
OUT_00838,DIST_W_03
OUT_00839,DIST_W_03
OUT_00840,DIST_W_01
OUT_00841,DIST_W_01
OUT_00842,DIST_W_03
OUT_00843,DIST_W_03
OUT_00844,DIST_W_03
OUT_00845,DIST_W_01
OUT_00846,DIST_W_01
OUT_00847,DIST_W_01
OUT_00848,DIST_W_03
OUT_00849,DIST_W_02
OUT_00850,DIST_W_01
OUT_00851,DIST_W_03
OUT_00852,DIST_W_03
OUT_00853,DIST_W_01
OUT_00854,DIST_W_03
OUT_00855,DIST_W_02
OUT_00856,DIST_W_01
OUT_00857,DIST_W_03
OUT_00858,DIST_W_01
OUT_00859,DIST_W_01
OUT_00860,DIST_W_01
OUT_00861,DIST_W_01
OUT_00862,DIST_W_02
OUT_00863,DIST_W_01
OUT_00864,DIST_W_03
OUT_00865,DIST_W_03
OUT_00866,DIST_W_01
OUT_00867,DIST_W_03
OUT_00868,DIST_W_03
OUT_00869,DIST_W_02
OUT_00870,DIST_W_03
OUT_00871,DIST_W_03
OUT_00872,DIST_W_01
OUT_00873,DIST_W_02
OUT_00874,DIST_W_02
OUT_00875,DIST_W_01
OUT_00876,DIST_W_02
OUT_00877,DIST_W_01
OUT_00878,DIST_W_01
OUT_00879,DIST_W_02
OUT_00880,DIST_W_02
OUT_00881,DIST_W_01
OUT_00882,DIST_W_03
OUT_00883,DIST_W_03
OUT_00884,DIST_W_02
OUT_00885,DIST_W_03
OUT_00886,DIST_W_01
OUT_00887,DIST_W_03
OUT_00888,DIST_W_01
OUT_00889,DIST_W_01
OUT_00890,DIST_W_03
OUT_00891,DIST_W_03
OUT_00892,DIST_W_03
OUT_00893,DIST_W_01
OUT_00894,DIST_W_03
OUT_00895,DIST_W_02
OUT_00896,DIST_W_03
OUT_00897,DIST_W_01
OUT_00898,DIST_W_01
OUT_00899,DIST_W_03
OUT_00900,DIST_W_01
OUT_00901,DIST_W_02
OUT_00902,DIST_W_03
OUT_00903,DIST_W_02
OUT_00904,DIST_W_03
OUT_00905,DIST_W_03
OUT_00906,DIST_W_03
OUT_00907,DIST_W_03
OUT_00908,DIST_W_01
OUT_00909,DIST_W_01
OUT_00910,DIST_W_02
OUT_00911,DIST_W_03
OUT_00912,DIST_W_03
OUT_00913,DIST_W_03
OUT_00914,DIST_W_01
OUT_00915,DIST_W_02
OUT_00916,DIST_W_02
OUT_00917,DIST_W_02
OUT_00918,DIST_W_01
OUT_00919,DIST_W_01
OUT_00920,DIST_W_03
OUT_00921,DIST_W_02
OUT_00922,DIST_W_03
OUT_00923,DIST_W_02
OUT_00924,DIST_W_01
OUT_00925,DIST_W_03
OUT_00926,DIST_W_01
OUT_00927,DIST_W_01
OUT_00928,DIST_W_02
OUT_00929,DIST_W_03
OUT_00930,DIST_W_03
OUT_00931,DIST_W_02
