Outlet_ID,year_month,Volume_Liters_Sum
OUT_00008,2025-10,314.51522312197005
OUT_00008,2025-11,601.2744800731824
OUT_00009,2023-03,1817.0550959079228
OUT_00009,2023-04,699.917218681249
OUT_00009,2023-05,329.0807892468161
OUT_00009,2023-06,389.9491906810015
OUT_00009,2023-07,493.58237781064213
OUT_00009,2023-09,686.0915543041681
OUT_00009,2023-10,309.68920718029494
OUT_00009,2023-11,482.74178003330377
OUT_00009,2023-12,784.6399800471324
OUT_00009,2024-03,900.3467098582291
OUT_00009,2024-04,359.854044383633
OUT_00009,2024-06,308.64463715885955
OUT_00009,2024-07,264.07451751596034
OUT_00009,2024-08,677.1340332127467
OUT_00009,2024-09,603.5833553922847
OUT_00009,2024-10,546.7999110103009
OUT_00009,2024-11,519.590118117482
OUT_00009,2024-12,755.1955634841523
OUT_00009,2025-03,1258.799238512742
OUT_00009,2025-04,695.914730695635
OUT_00009,2025-05,151.4425916388712
OUT_00009,2025-07,597.0117661821595
OUT_00009,2025-08,578.208333714037
OUT_00009,2025-10,645.3100145675842
OUT_00009,2025-12,758.585369383355
OUT_00010,2023-03,844.5613469510864
OUT_00010,2023-04,215.88183085356272
OUT_00010,2023-05,417.3482976500965
OUT_00010,2023-06,337.6557564328931
OUT_00010,2023-07,263.0523511486812
OUT_00010,2023-08,656.2011430292756
OUT_00010,2023-09,643.0032546318075
OUT_00010,2023-10,518.7561022324833
OUT_00010,2023-12,855.9010452014504
OUT_00010,2024-03,1695.4867447968268
OUT_00010,2024-04,707.265594962482
OUT_00010,2024-05,420.0274572453151
OUT_00010,2024-06,385.0766349688932
OUT_00010,2024-07,252.94149837421006
OUT_00010,2024-09,287.9646621961104
OUT_00010,2024-10,515.1710206498403
OUT_00010,2024-11,618.5232870858572
OUT_00010,2024-12,924.9940359242314
OUT_00010,2025-03,1886.504494397222
OUT_00010,2025-04,849.4860966391504
OUT_00010,2025-05,324.3313169076601
OUT_00010,2025-06,362.4473937463387
OUT_00010,2025-07,497.90441076976913
OUT_00010,2025-08,639.3613332695423
OUT_00010,2025-09,622.0706619592765
OUT_00010,2025-10,480.25871274620806
OUT_00010,2025-11,446.47075148511675
OUT_00010,2025-12,191.0599983051345
OUT_00011,2023-03,1773.459643507753
OUT_00011,2023-04,419.35545458502435
OUT_00011,2023-05,227.54012471182375
OUT_00011,2023-06,240.36731269437163
OUT_00011,2023-07,461.98390900090277
OUT_00011,2023-09,583.9696272770518
OUT_00011,2023-10,688.2902972825642
OUT_00011,2023-11,623.2701568546496
OUT_00011,2023-12,516.7548285999524
OUT_00011,2024-03,1082.9553710011146
OUT_00011,2024-04,711.8763094343517
OUT_00011,2024-05,378.89862277386095
OUT_00011,2024-08,557.6651324108784
OUT_00011,2024-09,311.5008649538858
OUT_00011,2024-10,628.7501461004298
OUT_00011,2024-11,651.755609524302
OUT_00011,2024-12,727.3773610076723
OUT_00011,2025-03,1779.0414077671294
OUT_00011,2025-05,373.94665906249753
OUT_00011,2025-06,358.4350751432935
OUT_00011,2025-07,248.97612003736188
OUT_00011,2025-08,455.48855264055356
OUT_00011,2025-09,524.538302234432
OUT_00011,2025-10,166.24509269139708
OUT_00011,2025-11,668.1146691854462
OUT_00011,2025-12,492.88355182739815
OUT_00012,2023-03,1332.6850139074409
OUT_00012,2023-04,939.0736154761964
OUT_00012,2023-05,476.60409280626317
OUT_00012,2023-06,322.37797752806557
OUT_00012,2023-07,587.8519266785582
OUT_00012,2023-08,309.3907383009562
OUT_00012,2023-09,573.8229254516516
OUT_00012,2023-10,284.55301655213407
OUT_00012,2023-11,502.99835763083433
OUT_00012,2023-12,344.18612887883376
OUT_00012,2024-03,1068.6457728723178
OUT_00012,2024-04,741.3833115841959
OUT_00012,2024-05,175.78196588952358
OUT_00012,2024-06,319.63146806974794
OUT_00012,2024-07,488.5330715713392
OUT_00012,2024-08,568.7751567627254
OUT_00012,2024-09,290.45917649051216
OUT_00012,2024-10,555.3168617112057
OUT_00012,2024-11,610.0477101161503
OUT_00012,2024-12,593.4852283453221
OUT_00012,2025-03,1257.302664998187
OUT_00012,2025-04,762.2692662860641
OUT_00012,2025-05,353.28112090589104
OUT_00012,2025-06,321.1480880400764
OUT_00012,2025-07,449.23001170934685
OUT_00012,2025-09,675.8142189504437
OUT_00012,2025-10,516.9893900932744
OUT_00012,2025-11,532.4112874195313
OUT_00012,2025-12,236.89217659628383
OUT_00013,2023-02,263.86250061120114
OUT_00013,2023-03,602.0498722872669
OUT_00013,2023-05,417.7214711269808
OUT_00013,2023-06,374.35656094963053
OUT_00013,2023-07,338.3805090776915
OUT_00013,2023-08,648.7831501930531
OUT_00013,2023-09,489.3254450959427
OUT_00013,2023-10,575.6017073813709
OUT_00013,2023-11,617.621366221714
OUT_00013,2023-12,502.7308431712894
OUT_00013,2024-01,347.06252675692355
OUT_00013,2024-02,670.8997833287902
OUT_00013,2024-03,600.1952182137527
OUT_00013,2024-04,818.670200651385
OUT_00013,2024-05,408.4788076781785
OUT_00013,2024-07,646.0290581826688
OUT_00013,2024-08,184.69879365770572
OUT_00013,2024-09,513.8758638843755
OUT_00013,2024-10,511.5402920542219
OUT_00013,2024-11,590.188727584218
OUT_00013,2024-12,559.306361009254
OUT_00013,2025-01,580.815464007615
OUT_00013,2025-03,480.51551447989186
OUT_00013,2025-04,948.2439187517826
OUT_00013,2025-06,392.7556626101656
OUT_00013,2025-07,708.2818030001067
OUT_00013,2025-08,267.1639153871659
OUT_00013,2025-09,638.4152455552834
OUT_00013,2025-10,576.061742651015
OUT_00013,2025-12,795.0537061452757
OUT_00014,2023-02,605.3529021263099
OUT_00014,2023-03,550.8517431034152
OUT_00014,2023-04,928.0914173773191
OUT_00014,2023-05,266.85466948299813
OUT_00014,2023-06,387.44867557700985
OUT_00014,2023-07,646.9150494968937
OUT_00014,2023-08,562.4692473271215
OUT_00014,2023-09,507.9477626560039
OUT_00014,2023-10,646.8300599278701
OUT_00014,2024-01,530.7229737328851
OUT_00014,2024-02,469.40591852672145
OUT_00014,2024-03,532.6531755120409
OUT_00014,2024-05,139.11033534452557
OUT_00014,2024-06,399.1254037789531
OUT_00014,2024-07,551.8563127132807
OUT_00014,2024-08,553.4692477010834
OUT_00014,2024-09,465.8539114398313
OUT_00014,2024-10,578.028456810941
OUT_00014,2024-11,559.0682950941875
OUT_00014,2024-12,825.5851467620753
OUT_00014,2025-01,651.956188342063
OUT_00014,2025-03,407.2860567057043
OUT_00014,2025-04,473.5234438427947
OUT_00014,2025-05,408.4840547989916
OUT_00014,2025-06,382.2025979512405
OUT_00014,2025-07,576.8116463853919
OUT_00014,2025-08,638.2327412598446
OUT_00014,2025-09,600.4097189245749
OUT_00014,2025-10,545.5182190608681
OUT_00014,2025-11,325.2886821387308
OUT_00014,2025-12,783.3823125376545
OUT_00015,2023-03,1061.8970825973058
OUT_00015,2023-04,870.0152304351944
OUT_00015,2023-05,369.9052623586772
OUT_00015,2023-06,96.37149695376888
OUT_00015,2023-07,531.4878265437859
OUT_00015,2023-08,317.2013072994948
OUT_00015,2023-09,577.7346443506324
OUT_00015,2023-10,577.4569224614945
OUT_00015,2023-12,885.0799876687937
OUT_00015,2024-03,1041.5380566877943
OUT_00015,2024-04,750.6856687574855
OUT_00015,2024-05,358.1983270397485
OUT_00015,2024-06,420.9542207843322
OUT_00015,2024-07,650.7738451403965
OUT_00015,2024-08,677.0535027201028
OUT_00015,2024-09,678.8244176203951
OUT_00015,2024-10,636.6552610841004
OUT_00015,2024-11,625.010556373274
OUT_00015,2024-12,495.3649462039189
OUT_00015,2025-03,1067.3550112633225
OUT_00015,2025-04,841.4787925799219
OUT_00015,2025-05,424.1831454827787
OUT_00015,2025-06,363.95622007142515
OUT_00015,2025-07,526.9265080850568
OUT_00015,2025-08,546.0095771000904
OUT_00015,2025-09,666.00762592816
OUT_00015,2025-12,637.9994790309116
OUT_00016,2023-03,1174.7423005073622
OUT_00016,2023-04,-29.011040451357545
OUT_00016,2023-05,373.43688816948236
OUT_00016,2023-06,218.63219593216309
OUT_00016,2023-07,584.0619831607461
OUT_00016,2023-08,569.7838753293336
OUT_00016,2023-09,640.734280418465
OUT_00016,2023-10,533.7510034109247
OUT_00016,2023-12,810.2838038422371
OUT_00016,2024-03,965.6266357676358
OUT_00016,2024-05,315.6289085135067
OUT_00016,2024-06,180.86445086249896
OUT_00016,2024-07,692.0280748261096
OUT_00016,2024-08,455.9005704495577
OUT_00016,2024-09,317.19758203336175
OUT_00016,2024-10,685.6071057354117
OUT_00016,2024-11,541.6060095820452
OUT_00016,2024-12,424.6007847222852
OUT_00016,2025-03,1542.6560141017449
OUT_00016,2025-05,341.30180359772953
OUT_00016,2025-06,351.96382517554565
OUT_00016,2025-07,691.3425464552845
OUT_00016,2025-08,567.5786765878261
OUT_00016,2025-09,638.9528339707076
OUT_00016,2025-10,549.6251260284896
OUT_00016,2025-11,484.86079036022727
OUT_00016,2025-12,386.13659707326747
OUT_00017,2023-03,1151.109410362602
OUT_00017,2023-04,371.51573790788166
OUT_00017,2023-06,430.299118684446
OUT_00017,2023-07,643.7881942022306
OUT_00017,2023-08,223.9518279547206
OUT_00017,2023-09,675.781821543979
OUT_00017,2023-11,558.030142493549
OUT_00017,2023-12,485.45974314003365
OUT_00017,2024-03,1185.7710929121831
OUT_00017,2024-04,806.5590271462947
OUT_00017,2024-05,451.37167289369563
OUT_00017,2024-06,401.17378604264684
OUT_00017,2024-07,619.3243584941364
OUT_00017,2024-08,628.3238166962574
OUT_00017,2024-09,643.7099929028922
OUT_00017,2024-10,335.35458084234506
OUT_00017,2024-12,753.8995064831511
OUT_00017,2025-03,1261.0213766043173
OUT_00017,2025-04,937.4257445298613
OUT_00017,2025-06,431.6726673886163
OUT_00017,2025-07,590.7456292508092
OUT_00017,2025-08,339.24003987661047
OUT_00017,2025-09,145.13669557046876
OUT_00017,2025-10,581.1087902056759
OUT_00017,2025-11,598.5839588957112
OUT_00017,2025-12,393.9772389561341
OUT_00018,2023-02,637.4848985255289
OUT_00018,2023-04,550.7008182158958
OUT_00018,2023-05,346.46616261227007
OUT_00018,2023-06,213.60859829589222
OUT_00018,2023-07,616.083865611077
OUT_00018,2023-08,307.9906990069333
OUT_00018,2023-09,546.1875629102476
OUT_00018,2023-10,675.242857214307
OUT_00018,2023-11,326.0609488722238
OUT_00018,2023-12,874.3419087234324
OUT_00018,2024-01,637.969340254271
OUT_00018,2024-02,617.86346207181
OUT_00018,2024-03,636.9034040688182
OUT_00018,2024-04,903.5763763172225
OUT_00018,2024-05,365.05479832542596
OUT_00018,2024-06,403.76673110961866
OUT_00018,2024-07,451.478462537546
OUT_00018,2024-08,310.59974027943764
OUT_00018,2024-10,675.5144410863861
OUT_00018,2024-11,625.9332396391181
OUT_00018,2024-12,870.1339030661903
OUT_00018,2025-01,586.3735242309747
OUT_00018,2025-03,599.8856963687787
OUT_00018,2025-04,816.6289566826404
OUT_00018,2025-05,350.5542537359066
OUT_00018,2025-08,550.0203184718574
OUT_00018,2025-09,563.0860918712439
OUT_00018,2025-10,600.6411947064648
OUT_00018,2025-12,380.2251445916733
OUT_00019,2023-03,1734.8324565662645
OUT_00019,2023-04,482.46506590942704
OUT_00019,2023-05,336.4961529164602
OUT_00019,2023-09,310.81838254231076
OUT_00019,2023-10,650.8744094256579
OUT_00019,2023-11,256.6942625855591
OUT_00019,2023-12,327.1787849266214
OUT_00019,2024-03,1466.848631596576
OUT_00019,2024-04,946.4643750502132
OUT_00019,2024-05,415.6622568366983
OUT_00019,2024-06,230.19644231944977
OUT_00019,2024-07,700.3954534563569
OUT_00019,2024-08,688.4299112821128
OUT_00019,2024-09,480.0204324295789
OUT_00019,2024-10,613.1225494668007
OUT_00019,2024-11,603.12882794356
OUT_00019,2024-12,827.687552918426
OUT_00019,2025-03,1625.1334439982968
OUT_00019,2025-04,906.1258082288957
OUT_00019,2025-05,401.59565600845775
OUT_00019,2025-06,314.892028877992
OUT_00019,2025-07,597.2782329777461
OUT_00019,2025-08,515.7822887351322
OUT_00019,2025-09,597.6486932570756
OUT_00019,2025-10,497.58654167158915
OUT_00019,2025-12,723.040153835214
OUT_00020,2023-03,1951.8583779802939
OUT_00020,2023-04,776.6909059499353
OUT_00020,2023-06,228.60474103177827
OUT_00020,2023-08,558.3778327932126
OUT_00020,2023-10,686.4259581661854
OUT_00020,2023-11,210.3451517453389
OUT_00020,2023-12,847.8374649645074
OUT_00020,2024-03,852.6603269519367
OUT_00020,2024-05,383.41559029849213
OUT_00020,2024-08,461.3448921314373
OUT_00020,2024-09,321.9315933406781
OUT_00020,2024-10,639.2679358064989
OUT_00020,2024-11,635.9070773490554
OUT_00020,2024-12,711.2895731566496
OUT_00020,2025-03,1750.6711794122893
OUT_00020,2025-04,901.4705951921683
OUT_00020,2025-06,374.0710904234448
OUT_00020,2025-07,580.5284324644465
OUT_00020,2025-08,636.561078698156
OUT_00020,2025-09,567.5871261825483
OUT_00020,2025-10,599.0442826250925
OUT_00020,2025-11,627.7435149472989
OUT_00020,2025-12,1008.1840483217852
OUT_00021,2023-03,1513.3839725045946
OUT_00021,2023-04,318.3590194895071
OUT_00021,2023-07,247.29185380929485
OUT_00021,2023-08,665.7869722874643
OUT_00021,2023-09,577.7242493909595
OUT_00021,2023-11,666.8759843381509
OUT_00021,2023-12,761.321235072295
OUT_00021,2024-03,1258.2296352084793
OUT_00021,2024-04,788.6329810120598
OUT_00021,2024-07,640.0750577464906
OUT_00021,2024-08,643.75433559177
OUT_00021,2024-09,592.8637069634236
OUT_00021,2024-10,591.3492650804253
OUT_00021,2024-11,566.3982243677386
OUT_00021,2024-12,454.83823650268005
OUT_00021,2025-03,891.1763980219994
OUT_00021,2025-05,262.40985684492864
OUT_00021,2025-06,227.9079469770954
OUT_00021,2025-07,552.8777720190574
OUT_00021,2025-08,588.2186796273597
OUT_00021,2025-09,623.4401900604059
OUT_00021,2025-10,657.7022215868205
OUT_00021,2025-11,600.2002282002672
OUT_00022,2023-03,1523.3533728604689
OUT_00022,2023-04,792.3847756679013
OUT_00022,2023-05,316.01402787898326
OUT_00022,2023-06,397.2925715975175
OUT_00022,2023-07,644.1709945366399
OUT_00022,2023-08,664.217303047705
OUT_00022,2023-09,263.33669206559483
OUT_00022,2023-10,551.6117685991888
OUT_00022,2023-11,505.0691241941043
OUT_00022,2023-12,394.60272524702475
OUT_00022,2024-03,1186.0011161272269
OUT_00022,2024-04,772.5901533896974
OUT_00022,2024-05,401.7082729098079
OUT_00022,2024-06,402.65428167795267
OUT_00022,2024-07,551.0517941085044
OUT_00022,2024-08,557.1618657635725
OUT_00022,2024-09,699.1489595853745
OUT_00022,2024-10,648.9715213632934
OUT_00022,2024-11,341.59005954312966
OUT_00022,2024-12,895.8247134400101
OUT_00022,2025-03,1154.1680938421055
OUT_00022,2025-04,973.2583757780048
OUT_00022,2025-05,412.64501660667014
OUT_00022,2025-06,296.66495401432036
OUT_00022,2025-08,715.0288723563044
OUT_00022,2025-09,338.1189325675146
OUT_00022,2025-10,322.34841324857103
OUT_00022,2025-11,518.0352733217153
OUT_00023,2023-03,1445.5670778043518
OUT_00023,2023-05,410.8416907852412
OUT_00023,2023-06,415.1219623516035
OUT_00023,2023-07,487.90954047018454
OUT_00023,2023-08,297.5019790818793
OUT_00023,2023-09,247.76349933439167
OUT_00023,2023-11,625.0296743791697
OUT_00023,2023-12,422.69800778295206
OUT_00023,2024-03,1578.659998074239
OUT_00023,2024-04,490.37525554877686
OUT_00023,2024-05,283.76391418257845
OUT_00023,2024-06,383.48660082675804
OUT_00023,2024-07,602.9241884402344
OUT_00023,2024-08,616.4858596999923
OUT_00023,2024-09,616.0283168124588
OUT_00023,2024-10,599.0414302077514
OUT_00023,2024-11,329.9371166519417
OUT_00023,2024-12,860.8782797384793
OUT_00023,2025-03,1509.1520784086656
OUT_00023,2025-04,857.4276217213607
OUT_00023,2025-05,370.22301420569056
OUT_00023,2025-06,281.7440211979921
OUT_00023,2025-07,471.6397089042076
OUT_00023,2025-08,553.4036422081932
OUT_00023,2025-09,551.2458817790829
OUT_00023,2025-10,539.5211441739058
OUT_00023,2025-12,890.4689704011269
OUT_00024,2023-03,1719.7291988264014
OUT_00024,2023-04,989.3728369757278
OUT_00024,2023-05,407.7520189368949
OUT_00024,2023-06,418.3037662045069
OUT_00024,2023-09,649.8079891033445
OUT_00024,2023-10,406.8266815456377
OUT_00024,2023-11,229.49939855608983
OUT_00024,2024-03,1577.205316297301
OUT_00024,2024-04,900.6254582662233
OUT_00024,2024-05,410.0516128484065
OUT_00024,2024-06,389.2172118085248
OUT_00024,2024-07,329.38484578585394
OUT_00024,2024-08,620.3751047852047
OUT_00024,2024-09,536.3596910349858
OUT_00024,2024-10,507.5102561347278
OUT_00024,2024-11,436.0712494567831
OUT_00024,2025-03,1857.5249828000656
OUT_00024,2025-05,129.1285479738052
OUT_00024,2025-06,346.0051850951586
OUT_00024,2025-08,333.7073233531022
OUT_00024,2025-09,627.3701005827077
OUT_00024,2025-10,532.6993710068382
OUT_00024,2025-11,241.3771707878735
OUT_00024,2025-12,772.1769396804734
OUT_00025,2023-03,1579.6234000170825
OUT_00025,2023-04,405.95784315773267
OUT_00025,2023-05,423.6405802862446
OUT_00025,2023-06,427.6993333413343
OUT_00025,2023-07,438.84139355805763
OUT_00025,2023-08,303.73305794418974
OUT_00025,2023-09,293.29911173981304
OUT_00025,2023-10,310.5408207339023
OUT_00025,2023-11,533.3970324883525
OUT_00025,2023-12,744.1661875634139
OUT_00025,2024-03,1509.4891710118206
OUT_00025,2024-04,881.6824949010468
OUT_00025,2024-05,428.0332750468092
OUT_00025,2024-06,422.8486852523761
OUT_00025,2024-07,529.319795668293
OUT_00025,2024-08,531.2134425291467
OUT_00025,2024-09,686.8535148711296
OUT_00025,2024-10,525.0974788776074
OUT_00025,2024-11,558.0670234710997
OUT_00025,2024-12,728.7220096570653
OUT_00025,2025-03,1268.0323828077305
OUT_00025,2025-04,859.614024058004
OUT_00025,2025-05,205.81428670611677
OUT_00025,2025-07,562.0910992131971
OUT_00025,2025-08,253.26031893757045
OUT_00025,2025-09,198.69024683250169
OUT_00025,2025-10,497.7962949683303
OUT_00025,2025-11,505.3833737560711
OUT_00025,2025-12,996.6111870579588
OUT_00026,2023-03,1306.9937977267962
OUT_00026,2023-04,163.28596025317344
OUT_00026,2023-05,405.8998343778142
OUT_00026,2023-06,202.44882616566983
OUT_00026,2023-07,549.6166680188574
OUT_00026,2023-08,322.78054324491956
OUT_00026,2023-09,613.9813528856791
OUT_00026,2023-10,571.6676502502147
OUT_00026,2023-11,554.9034253161052
OUT_00026,2023-12,776.2746091957172
OUT_00026,2024-03,1698.8667631249937
OUT_00026,2024-04,676.4633831098356
OUT_00026,2024-05,347.94196698300163
OUT_00026,2024-07,640.0294718160519
OUT_00026,2024-09,604.6270782528652
OUT_00026,2024-10,361.773775082438
OUT_00026,2024-12,809.9137150113671
OUT_00026,2025-03,1473.2325201786107
OUT_00026,2025-04,872.2220207976588
OUT_00026,2025-05,402.283490223938
OUT_00026,2025-06,369.40284729129667
OUT_00026,2025-07,474.6259116733267
OUT_00026,2025-08,143.12915463311333
OUT_00026,2025-09,477.5899557964456
OUT_00026,2025-10,608.4124128621353
OUT_00026,2025-11,674.0213772051369
OUT_00026,2025-12,955.7252323590671
OUT_00027,2023-03,905.2278656253832
OUT_00027,2023-04,303.2176403896115
OUT_00027,2023-05,378.7943811676847
OUT_00027,2023-06,223.3654841441245
OUT_00027,2023-07,601.0591438980651
OUT_00027,2023-08,587.7696147756624
OUT_00027,2023-09,713.2988342073638
OUT_00027,2023-10,593.9026154864562
OUT_00027,2023-11,598.3780065398781
OUT_00027,2024-03,1272.5901560574302
